name,location_area_zone,date,glass_bags,mixed_bags,plastic_bags ,paper_bags,seg_lf_bags,sanitory_bags,comments
Shradhanjali,Auroshilpam,10/05/16,0,0,4,6,0,0,
The Colours of Nature,Kottakarai,10/05/16,1,2,5,5,0,2,
Life Education Center,Kottakarai,10/05/16,0,0,1,1,0,1,
Naturellement,Udyogam,10/05/16,2,2,3,3,0,1,
Auro Soya,Udyogam,10/05/16,2,0,2,2,0,1,
Madhuca,Madhuca,10/05/16,2,1,4,6,0,2,
Solar kitchen,Solar Kitchen,10/05/16,3,2,4,4,0,0,
Vikas,Vikas,10/05/16,1,2,10,10,0,4,
Language Lab,International Zone,11/05/16,0,0,4,3,0,0,
Shantal House,Auromodele,11/05/16,0,3,0,0,0,0,
Latha,Auromodele,11/05/16,0,2,0,0,0,0,
Fraternity Community,Fraternity,11/05/16,2,6,0,0,0,0,
Marc's Cafe,Kuilapalayam,11/05/16,0,0,2,4,0,0,
Sharnga GH,Residential Zone,11/05/16,2,0,7,6,0,1,
Alan and Annmarie,Samriddhi,11/05/16,1,0,2,4,0,1,
Sandrine & Sumeet,Sukhavati,11/05/16,0,0,2,1,0,0,
Emanuele,Sukhavati,11/05/16,0,0,1,1,0,0,
Visitor Center,Visitor Center,11/05/16,1,1,4,4,0,1,
Herve,Sukhavati,11/05/16,1,1,2,2,0,0,
Rakhal,Sukhavati,11/05/16,1,0,2,4,0,0,
Jana,Sukhavati,11/05/16,0,0,1,1,0,0,
Emanuele,Sukhavati,11/05/16,0,0,2,0,0,0,
Gerard,Sukhavati,11/05/16,1,1,2,3,0,0,
Upasana,Auroshilpam,12/05/16,0,0,3,2,0,5,
Giulio,Ami ,01/05/16,1,0,2,4,0,0,
Xavier ,Sharnga,12/05/16,0,4,5,5,0,1,
Arka,Arka,12/05/16,1,5,3,2,0,3,
Aurodam,Aurodam,12/05/16,2,2,4,4,0,0,
Serendipity,Center Field,12/05/16,0,0,2,2,0,1,
Center GH,Center Field,12/05/16,0,0,2,1,0,0,
Kindergarten,Center Field,12/05/16,0,2,4,4,0,0,
Julia ,Shanti,13/05/16,0,0,3,2,0,0,
Sincerity,Sincerity ,13/05/16,1,3,3,2,0,0,
SLI,Irumbai,13/05/16,0,2,4,4,0,0,
AV Dizine,Kottakarai,13/05/16,0,2,6,6,0,0,
Celebration NC,Celebration,13/05/16,0,2,2,2,0,0,
Verite GH,Kottakarai,13/05/16,1,0,4,4,0,2,
Certitude,Certitude,13/05/16,1,6,0,4,0,1,
Citadines,Citadines,13/05/16,1,0,5,3,0,1,
AV Foundation,Town Hall,13/05/16,0,4,0,0,0,0,
Happiness,Happiness,14/05/16,1,0,2,2,0,1,
New Creation Field,Kuilapalayam,14/05/16,1,0,4,5,0,0,
Sangha,Sangha,14/05/16,1,0,5,5,0,1,
Terra Soul,Windarra,14/05/16,2,5,3,3,0,5,
Svaram,Kottakarai,14/05/16,0,4,7,7,0,4,
Transition School,Transformation,17/05/16,0,2,5,10,0,1,
Sve Dame,Sve Dame,17/05/16,2,2,10,10,0,2,
Sve Dame,Sve Dame,17/05/16,0,0,0,0,0,2,
Solar kitchen,Solar Kitchen,17/05/16,1,0,6,3,0,1,
Courage,Courage,17/05/16,1,4,6,6,0,4,
Prarthna,Residential Zone,18/05/16,2,4,12,6,0,1,
"Arati 1,2",Arati,18/05/16,1,0,5,5,0,3,
Realization,Realization,18/05/16,1,2,5,5,0,0,
Andre,Kottakarai,18/05/16,0,0,2,6,0,14,
Celebration NC,Celebration,18/05/16,1,2,3,3,0,1,
Youth Center,Youth Center,18/05/16,2,0,8,4,0,0,
Visitor Center,Visitor Center,18/05/16,1,1,5,5,0,1,
Soniya Novase,Acceptance,20/05/16,0,5,0,0,0,0,
Giulio,Ami ,20/05/16,0,0,1,0,0,0,
Newlands,GB South,20/05/16,2,2,4,4,0,0,
Evergreen,Evergreen,20/05/16,1,0,5,5,0,6,
Samasti,Samasti,20/05/16,3,0,8,8,0,2,
Luminosity,Luminosity,20/05/16,1,1,2,2,0,1,
Surrender,Surrender,20/05/16,2,3,8,6,0,2,
Deepanam School,Deepanam School,21/05/16,0,4,8,8,0,0,
Johnny,Fertile,21/05/16,2,0,6,2,0,2,
Baraka,Baraka,21/05/16,1,2,4,2,0,0,
AV Paper,Aspiration,23/05/16,0,0,1,4,0,0,
Pour Tous,Aspiration,23/05/16,0,0,6,6,0,0,
Aspiration Community,Aspiration,23/05/16,0,0,2,2,0,1,
AV Press,Aspiration,23/05/16,0,0,1,2,0,1,
Utility,Utility,23/05/16,1,2,4,4,0,0,
Fraternity Community,Fraternity,23/05/16,1,6,7,7,0,0,
Dental Center,Protection,23/05/16,0,2,1,2,0,0,
Visitor Center,Visitor Center,23/05/16,1,1,4,4,0,1,
Udavi School,Udavi School,24/05/16,0,8,4,4,0,0,
Sun Farm,Ami ,24/05/16,0,7,4,4,0,0,
Marco / Liliana,Sharnga,24/05/16,0,3,0,0,0,0,
Courage,Courage,24/05/16,1,0,4,4,0,1,
Solar kitchen,Solar Kitchen,24/05/16,1,1,3,4,0,1,
Nico  ,Gaia,24/05/16,1,0,3,4,0,0,
Peter & Nicole,Gaia,24/05/16,1,2,2,2,0,0,
Kailash,Kailash,25/05/16,3,0,4,4,0,3,
Maitreye 1,Residential Zone,25/05/16,1,0,7,7,0,3,
Maitreye 2,Residential Zone,25/05/16,1,2,8,6,0,1,
Aurosarjan,Auroshilpam,25/05/16,1,0,12,8,0,8,
The Colours of Nature,Kottakarai,25/05/16,0,2,2,2,0,2,
KOFPU,Kottakarai,25/05/16,0,2,6,2,0,0,
John,Sankalpa,26/05/16,0,1,0,0,0,0,
Tamil Heritage,Tamil Heritage,26/05/16,0,0,0,0,0,3,
Auro Creation,International Zone,26/05/16,0,4,2,2,0,0,
Kiosk Cycle Service,Solar Kitchen,26/05/16,0,2,0,0,0,3,
Humility,Humility,26/05/16,0,2,3,3,0,0,
Aurodam,Aurodam,26/05/16,1,2,4,4,0,0,
Serendipity,Center Field,26/05/16,0,0,1,1,0,0,
Tanto ,New Creation,26/05/16,1,9,3,3,0,0,
Tine,Aurogreen,26/05/16,0,0,5,5,0,0,
Dehashakti Sports,Dana,26/05/16,0,2,3,3,0,0,
Glenn,Anusuya,27/05/16,0,0,1,0,0,0,
Govinda ,Anusuya,27/05/16,0,0,2,0,0,0,
Inside India,Auroshilpam,27/05/16,0,0,2,2,0,0,
Citadines,Citadines,27/05/16,1,0,4,4,0,1,
AV Foundation,Town Hall,27/05/16,0,4,0,0,0,0,
Pony Farm,Pony Farm,27/05/16,0,0,4,2,0,3,
Valantina,Pony Farm,27/05/16,0,0,2,2,0,0,
Promesse,Promesse,28/05/16,0,2,2,6,0,0,
Quiet Community,Quiet,28/05/16,0,4,0,2,0,0,
Quiet Healing Center,Quiet,28/05/16,0,12,0,0,0,3,
Petite Ferme Com,Kuilapalayam,28/05/16,1,0,1,1,0,1,
Mikki  Rishi,Arya,28/05/16,1,0,2,2,0,1,
Dawn,Arya,28/05/16,0,0,3,4,0,0,
Mikki  Rishi,Arya,28/05/16,1,0,4,2,0,0,
HERS,Kottakarai,30/05/16,1,1,3,4,0,0,
Tanto ,New Creation,30/05/16,0,18,0,0,0,0,
Luk,Shakti,30/05/16,0,1,3,3,0,0,
Sound Wizard,Shakti,30/05/16,0,1,1,1,0,0,
New Era School,Aspiration,30/05/16,0,2,4,4,0,0,
Grace,Grace,30/05/16,2,0,12,12,0,3,
Visitor Center,Visitor Center,31/05/16,1,1,5,5,0,1,
Evergreen,Evergreen,31/05/16,0,0,4,4,0,1,
Certitude,Certitude,31/05/16,1,10,0,8,0,0,
Matrimandir,Matrimandir,31/05/16,0,4,10,14,0,2,
Town Hall,Town Hall,31/05/16,0,1,10,10,0,2,
Solar kitchen,Solar Kitchen,31/05/16,1,0,4,4,0,1,
Pitchandikulam,Pitchandikulam,02/06/16,5,0,2,0,0,1,
Security Service,Service area,02/06/16,0,4,0,3,0,2,
Invocation,Invocation,02/06/16,1,2,8,8,0,1,
Prayatana ,Prayatna,02/06/16,0,0,2,0,0,0,
Tom & Petra,Discipline,03/06/16,1,0,1,0,0,0,
Stephanie,Discipline,03/06/16,0,0,1,1,0,0,
Discipline Farm,Discipline,03/06/16,1,0,3,3,0,2,
Joster,Discipline,03/06/16,1,0,2,2,0,1,
Auro Sunshine,Auroshilpam,03/06/16,0,1,0,3,0,0,
CSR,Auroshilpam,03/06/16,1,2,3,3,0,0,
Auro Orchard,Auro Orchard,03/06/16,2,5,2,2,0,0,
Kalarigramam,NON AV,04/06/16,0,0,4,2,0,0,
Visitor Center,Visitor Center,06/06/16,1,0,33,0,1,0,
Samata,Transformation,07/06/16,1,1,2,2,0,1,
Transformation Com,Transformation,07/06/16,1,3,3,4,2,1,
Buddha Garden,Buddha Garden,07/06/16,0,1,4,2,0,3,
Unity Pavilion,Unity Pavilion,07/06/16,1,2,2,2,0,1,
Sincerity,Sincerity ,07/06/16,1,0,2,2,0,1,
Courage,Courage,07/06/16,1,4,6,6,0,3,
Solar kitchen,Solar Kitchen,07/06/16,1,0,4,4,0,1,
Sailam,Sailam,07/06/16,1,0,2,3,0,1,
Humility,Humility,07/06/16,1,0,2,2,0,0,
Pitchandikulam,Pitchandikulam,07/06/16,1,8,4,4,0,1,
Arati 3B,Arati,08/06/16,1,1,2,2,0,0,
Mitra,Mitra,08/06/16,1,2,4,4,0,1,
Aurodam,Aurodam,08/06/16,1,1,4,2,0,0,
Center GH,Center Field,08/06/16,1,4,2,0,0,1,
Kamala/ Raman,Center Field,08/06/16,0,0,2,1,0,0,
Bharat Nivas,Bharat Nivas,08/06/16,0,12,0,0,0,0,
Tamil Heritage,Tamil Heritage,08/06/16,0,1,0,0,0,0,
Savitri Hostel,Savitri Bhavan,08/06/16,1,2,5,5,0,1,
Dodo/ Christina,Petite Ferme,10/06/16,1,0,3,0,0,0,
Mayaura Bhakti,Auromodele,10/06/16,0,5,0,0,0,0,
Rita,Arya,10/06/16,0,1,1,1,0,0,
Conscious Living ,Fraternity,10/06/16,0,2,2,2,0,0,
Dilip Kapoor,Pitchandikulam,10/06/16,0,12,0,0,0,0,
Matej,Acceptance,10/06/16,0,1,2,1,0,0,
Saracon,Kottakarai,10/06/16,1,2,5,5,0,0,
Miracle,Miracle,10/06/16,1,2,3,3,0,0,
Shradhanjali,Auroshilpam,10/06/16,0,0,3,7,0,0,
AEP,Auroshilpam,10/06/16,1,0,3,3,0,0,
Auro Soya,Udyogam,10/06/16,0,0,3,3,0,0,
Sve Dame,Sve Dame,10/06/16,0,1,2,2,0,0,
Last School,Transformation,11/06/16,0,1,1,1,0,0,
Grace,Grace,11/06/16,3,0,5,5,0,3,
Jeevathma,Existence,11/06/16,1,2,1,1,0,0,
Ilaignarkal School,Saaram,11/06/16,0,2,4,2,0,0,
Verite GH,Kottakarai,11/06/16,1,4,2,3,0,2,
Fabrice ,Auromodele,11/06/16,0,4,2,2,0,0,
"Merchella, Vikram",Auromodele,11/06/16,0,4,0,4,0,3,
Aurovelo,Reve,11/06/16,0,5,5,4,0,0,
Darkali,Darkali,11/06/16,0,7,0,0,0,0,
Darkali,Darkali,11/06/16,0,8,0,0,0,0,
AV Paper,Aspiration,13/06/16,0,0,2,5,0,0,
Pour Tous,Aspiration,13/06/16,0,0,8,8,0,0,
Aspiration Community,Aspiration,13/06/16,0,2,3,3,0,0,
AV Press,Aspiration,13/06/16,0,0,4,4,0,1,
Health Center,Aspiration,13/06/16,1,0,3,3,0,0,
Dodo/ Christina,Petite Ferme,13/06/16,0,0,2,2,0,0,
Adventure,Adventure,13/06/16,1,2,3,3,0,0,
Arka,Arka,13/06/16,1,2,2,2,0,1,
Upasana,Auroshilpam,13/06/16,0,0,4,4,0,6,
Sincerity,Sincerity ,13/06/16,1,4,3,3,0,0,
Angiras Garden,Angiras Garden,13/06/16,1,2,4,4,0,0,
Visitor Center,Visitor Center,13/06/16,1,1,4,4,0,1,
AV Dizine,Kottakarai,14/06/16,0,0,5,10,0,0,
Svaram,Kottakarai,14/06/16,0,6,7,7,0,0,
Celebration NC,Celebration,14/06/16,1,2,2,0,0,0,
Certitude,Certitude,14/06/16,1,8,0,4,0,2,
Solar kitchen,Solar Kitchen,14/06/16,1,1,4,4,0,1,
Courage,Courage,14/06/16,1,0,4,4,0,5,
Nandanam School,Center Field,16/06/16,0,1,3,3,0,0,
Prarthna,Residential Zone,16/06/16,1,4,6,6,0,1,
Samasti,Samasti,16/06/16,1,2,3,3,0,0,
Sharnga GH,Residential Zone,16/06/16,1,1,4,4,0,0,
Marco / Liliana,Sharnga,16/06/16,0,1,0,0,0,0,
Sacred Groves,Sacred Groves,16/06/16,0,2,10,10,0,5,
International House,International Zone,16/06/16,0,2,4,4,0,0,
Impermanence,Impermanence,17/06/16,1,1,2,2,0,1,
Realization,Realization,17/06/16,1,2,4,3,0,1,
Surrender,Surrender,17/06/16,2,4,10,10,0,3,
Sandrine & Sumeet,Sukhavati,17/06/16,1,0,4,2,0,0,
Citadines,Citadines,17/06/16,1,0,4,4,0,1,
Quiet Community,Quiet,18/06/16,0,0,2,2,0,0,
Quiet Healing Center,Quiet,18/06/16,2,8,0,0,0,0,
Samarpanam,Periyamudaliarchavadi,18/06/16,1,2,4,0,0,0,
Djaima,Djaima,18/06/16,1,2,9,9,0,0,
The Colours of Nature,Kottakarai,20/06/16,0,3,2,2,0,2,
Isaiamblam GH,Kottakarai,20/06/16,0,1,1,1,0,0,
Afsanah GH,Kottakarai,20/06/16,0,1,2,2,0,0,
Naturellement,Udyogam,20/06/16,1,2,2,3,0,0,
Yantra,Yantra,20/06/16,0,0,1,1,0,0,
Visitor Center,Visitor Center,20/06/16,2,2,3,4,0,1,
Matrimandir,Matrimandir,20/06/16,0,5,6,7,0,2,
AV Foundation,Town Hall,20/06/16,0,2,1,1,0,0,
Mona,Yantra,21/06/16,1,0,3,2,0,0,
Oli School ,Aspiration,21/06/16,0,0,3,3,0,0,
Fraternity Community,Fraternity,21/06/16,0,0,0,0,2,0,
Town Hall,Town Hall,21/06/16,0,6,10,10,0,2,
Water service,Prayatna,21/06/16,0,6,0,0,0,0,
Solar kitchen,Solar Kitchen,21/06/16,1,3,3,3,0,1,
Courage,Courage,21/06/16,1,4,7,7,0,1,
Aurosarjan,Auroshilpam,23/06/16,1,0,8,8,0,8,
Auromode,Auroshilpam,23/06/16,0,15,0,0,0,5,
Progress Comm,Residential Zone,23/06/16,1,0,2,3,0,0,
Felix,Victory,23/06/16,0,1,3,3,0,0,
Aurodam,Aurodam,23/06/16,1,1,4,6,0,0,
Serendipity,Center Field,23/06/16,0,2,2,2,0,1,
Center GH,Center Field,23/06/16,0,2,0,2,0,1,
Savitri Hostel,Savitri Bhavan,23/06/16,0,2,0,2,0,0,
Eternity,Eternity,24/06/16,2,10,0,0,0,1,
Light Fish ,Felicity,24/06/16,0,0,2,2,0,0,
Batsala & Anadi,Felicity,24/06/16,0,0,2,2,0,1,
Deepanam School,Deepanam School,24/06/16,0,4,2,0,0,0,
Farewell,Adventure,25/06/16,0,0,1,0,0,2,
Botanical Garden,Botanical Garden,25/06/16,1,0,12,4,0,0,
Poonam,Botanical Garden,25/06/16,1,0,2,2,0,0,
Soniya Novase,Acceptance,25/06/16,0,0,3,0,0,0,
Aurospirul,Windarra,25/06/16,0,0,12,0,0,0,
AV Paper,Aspiration,27/06/16,0,0,2,6,0,0,
Pour Tous,Aspiration,27/06/16,0,0,5,5,0,0,
Aspiration Community,Aspiration,27/06/16,0,1,1,2,0,0,
AV Press,Aspiration,27/06/16,0,0,1,4,0,1,
La Ferme Cheese,Kuilapalayam,27/06/16,0,2,0,0,0,0,
Malarchi,Kuilapalayam,27/06/16,0,0,2,2,0,0,
Michael &Valerie,Center Field,27/06/16,2,0,2,2,0,0,
Fraternity Community,Fraternity,27/06/16,3,2,7,7,0,2,
Auro Creation,International Zone,27/06/16,0,2,1,2,0,0,
Govinda ,Anusuya,27/06/16,1,0,2,0,0,0,
Heidi and Patrick,Fertile East,27/06/16,1,0,4,0,0,0,
Martin,Samriddhi,27/06/16,1,0,2,2,0,0,
Solar kitchen,Solar Kitchen,28/06/16,2,0,3,3,0,1,
Visitor Center,Visitor Center,29/06/16,1,0,4,4,0,1,
Michael (Ritam),Ritam Farm,29/06/16,1,0,2,0,0,1,
Auroville ITI ,Aurobrindavan,29/06/16,0,13,6,7,0,0,
Kailash,Kailash,29/06/16,1,0,3,3,0,1,
Sincerity,Sincerity ,29/06/16,1,0,2,2,0,1,
Sasi Somu /Grace,Douceur,29/06/16,0,2,2,0,0,2,
Domani 1,Auromodele,29/06/16,0,4,0,0,0,0,
Fabrice ,Auromodele,29/06/16,0,2,0,0,3,0,
Francois Gautier,Auromodele,29/06/16,0,6,0,0,0,0,
Agathe,Auromodele,29/06/16,1,4,0,0,0,0,
Marc's Cafe,Kuilapalayam,29/06/16,1,4,2,2,0,0,
Electrical Service,Service Area,29/06/16,0,5,3,3,0,0,
Auzolan,Reve,30/06/16,2,8,8,8,2,8,
Courage,Courage,30/06/16,1,2,5,5,0,1,
Road Service,Service Area,30/06/16,0,10,3,4,0,0,
Maitreye 2,Residential Zone,30/06/16,1,4,10,10,0,2,
Maitreye 1,Residential Zone,30/06/16,1,1,7,7,0,2,
"Arati 1,2",Arati,30/06/16,1,2,2,2,0,1,
Diego,Samriddhi,01/07/16,1,2,2,2,0,0,
Dana Community,Dana,01/07/16,3,2,11,11,0,2,
Mandala Pottery,Dana,01/07/16,0,6,3,3,0,2,
Baraka,Baraka,01/07/16,1,2,4,4,0,0,
Invocation,Invocation,01/07/16,1,2,6,6,0,2,
Swayam,Swayam,01/07/16,1,4,4,4,0,1,
Citadines,Citadines,01/07/16,1,0,4,4,0,1,
Valantina,Pony Farm,02/07/16,0,0,3,2,0,0,
Isai Ambalam School,Kottakarai,02/07/16,1,0,3,3,0,1,
Auromics,Kottakarai,02/07/16,0,2,5,5,0,4,
Naturellement,Udyogam,02/07/16,1,2,4,4,0,0,
Dr Uma,Auromodele,02/07/16,0,0,1,0,0,0,
New Creation Com,Kuilapalayam,02/07/16,5,20,20,20,0,10,
TLC,Transformation,04/07/16,0,4,5,5,0,0,
Shasha ,Ami ,04/07/16,1,0,2,4,0,0,
Certitude,Certitude,04/07/16,1,8,0,6,0,0,
Kindergarten,Center Field,04/07/16,0,8,3,3,0,0,
Inspiration,Inspiration,04/07/16,1,0,3,3,0,0,
Visitor Center,Visitor Center,04/07/16,1,1,5,5,0,1,
Sunlit Future,Auroshilpam,05/07/16,0,7,2,3,0,6,
Upasana,Auroshilpam,06/07/16,0,0,2,2,0,6,
Happiness,Happiness,06/07/16,0,4,0,0,0,2,
Iyyappan,Felicity,06/07/16,0,3,0,0,0,0,
Pavans House,NON AV,06/07/16,1,0,0,0,0,0,
Solar kitchen,Solar Kitchen,07/07/16,1,2,4,4,0,1,
Solar kitchen,Solar Kitchen,07/07/16,0,2,0,0,0,0,
Shantal House,Auromodele,07/07/16,0,1,2,8,0,0,
Mayaura Bhakti,Auromodele,07/07/16,0,0,2,2,0,0,
Abhisha  Kalyan,Auromodele,07/07/16,2,1,4,2,0,0,
Surya Nivas,Auromodele,07/07/16,1,2,4,4,0,4,
Realization,Realization,08/07/16,1,2,2,4,0,0,
Transition School,Transformation,08/07/16,1,1,8,10,0,1,
Shradhanjali,Auroshilpam,08/07/16,0,0,5,5,0,0,
Courage,Courage,08/07/16,1,0,6,6,0,3,
Luminosity,Luminosity,08/07/16,1,1,2,2,0,1,
Citadines,Citadines,08/07/16,1,2,4,3,0,1,
Sve Dame,Sve Dame,08/07/16,1,4,10,10,3,1,
Conscious Living ,Fraternity,09/07/16,0,1,1,2,0,0,
Dental Center,Protection,09/07/16,0,4,0,0,0,0,
Verite GH,Kottakarai,09/07/16,0,2,3,3,0,2,
Auro Soya,Udyogam,09/07/16,1,0,3,3,1,0,
Udavi School,Udavi School,09/07/16,0,13,5,5,0,0,
Vikas,Vikas,09/07/16,2,4,8,10,0,2,
Visitor Center,Visitor Center,11/07/16,1,5,7,7,0,3,
Marika House,Samasti,12/07/16,5,6,4,0,0,0,
Arati 3A,Arati,12/07/16,1,2,4,4,0,1,
Creativity,Creativity,12/07/16,1,4,6,6,0,1,
Town Hall,Town Hall,12/07/16,0,2,3,3,0,0,
Mitra,Mitra,12/07/16,1,0,4,4,0,2,
Svaram,Kottakarai,12/07/16,0,6,7,7,0,0,
Solar kitchen,Solar Kitchen,12/07/16,1,0,4,2,0,1,
Earth Institute,Auroshilpam,12/07/16,1,0,4,4,0,2,
Sharnga GH,Residential Zone,13/07/16,1,0,5,5,0,6,
Daniel,Sharnga,13/07/16,1,0,2,2,0,0,
Marco / Liliana,Sharnga,13/07/16,0,0,3,0,0,0,
Sante Clinic,Sante,13/07/16,0,0,2,4,0,0,
Kalabhumi,Kalabhumi,13/07/16,1,4,3,3,0,0,
Nilatangam,Nilatangam,14/07/16,1,0,2,0,0,0,
Latha,Auromodele,14/07/16,0,0,4,4,0,0,
Hemanth ,Auromodele,14/07/16,0,2,0,0,0,0,
La Piscine,New Creation,14/07/16,0,0,4,4,0,0,
AV Paper,Aspiration,14/07/16,0,1,2,10,0,0,
Newlands,GB South,14/07/16,2,2,6,2,0,0,
Aurodam,Aurodam,14/07/16,1,0,10,4,0,3,
Serendipity,Center Field,14/07/16,0,1,2,2,0,1,
Center GH,Center Field,14/07/16,1,4,2,2,0,1,
Nandanam School,Center Field,14/07/16,0,2,3,4,0,0,
Valantina,Pony Farm,15/07/16,0,1,2,2,0,0,
Pony Farm,Pony Farm,15/07/16,0,3,4,4,0,0,
Matrimandir,Matrimandir,15/07/16,0,13,10,12,0,6,
Auroville ITI ,Aurobrindavan,15/07/16,0,1,0,0,4,0,
Reve GH,Reve,15/07/16,2,4,5,5,0,0,
Auromode,Auroshilpam,15/07/16,0,10,0,0,0,0,
Pour Tous,Aspiration,18/07/16,0,0,9,9,0,0,
Aspiration Community,Aspiration,18/07/16,0,2,4,4,0,0,
AV Press,Aspiration,18/07/16,0,0,2,4,0,1,
Tanto ,New Creation,18/07/16,4,16,4,0,0,1,
Auromode,Auroshilpam,18/07/16,0,28,0,0,0,1,
Inside India,Auroshilpam,18/07/16,0,2,0,0,0,0,
Aurosarjan,Auroshilpam,18/07/16,0,0,20,10,0,10,
Visitor Center,Visitor Center,18/07/16,1,1,6,6,0,2,
Auroville ITI ,Aurobrindavan,19/07/16,0,2,0,8,0,15,
Bharat Nivas ,Bharat Nivas,19/07/16,0,14,0,0,0,0,
Solar kitchen,Solar Kitchen,19/07/16,1,1,4,2,0,0,
Courage,Courage,19/07/16,2,5,6,6,0,2,
Renu & Wazo,Forecomers,20/07/16,0,0,2,2,0,1,
Jocelyn,Revena,20/07/16,0,4,0,0,0,0,
Rick,Success,20/07/16,0,1,2,0,0,0,
Renu & Wazo,Forecomers,20/07/16,0,0,4,0,0,0,
Aurovelo,Reve,20/07/16,1,5,5,5,0,0,
Certitude,Certitude,20/07/16,1,12,0,4,0,2,
Sharnga,Sharnga,21/07/16,3,2,1,1,0,0,
Sailam,Sailam,21/07/16,0,0,3,3,0,1,
Humility,Humility,21/07/16,1,0,3,6,0,0,
Grace,Grace,21/07/16,2,4,10,10,0,4,
Soham,Transformation,21/07/16,0,2,1,0,0,0,
Future School,Transformation,21/07/16,0,2,3,3,0,0,
Tom & Petra,Discipline,21/07/16,1,0,1,1,0,0,
Stephanie,Discipline,21/07/16,0,0,1,1,0,0,
Discipline Farm,Discipline,21/07/16,2,0,3,3,0,1,
The Colours of Nature,Kottakarai,21/07/16,0,2,3,3,0,13,
Adventure,Adventure,22/07/16,1,2,3,2,0,0,
AV Dizine,Kottakarai,22/07/16,0,4,2,7,0,1,
Surrender,Surrender,22/07/16,2,2,12,12,0,5,
Afsanah GH,Kottakarai,22/07/16,0,4,3,3,0,0,
Lively Boutique,Kottakarai,22/07/16,0,2,0,0,0,2,
Auroville Library,Auroville Library,22/07/16,0,0,2,2,0,0,
Citadines,Citadines,22/07/16,1,2,5,5,0,0,
Town Hall,Town Hall,22/07/16,0,2,3,3,0,2,
Quiet Community,Quiet,23/07/16,1,4,4,4,0,0,
Quiet Healing Center,Quiet,23/07/16,1,5,5,5,0,1,
New Era School,Aspiration,23/07/16,1,4,2,2,0,0,
La Ferme Cheese,Kuilapalayam,23/07/16,0,7,4,4,0,0,
Arlet House,Auromodele,23/07/16,1,1,3,0,0,0,
Prarthna,Residential Zone,23/07/16,3,6,12,12,0,3,
Samasti,Samasti,23/07/16,1,2,8,8,0,2,
Arka,Arka,23/07/16,1,4,3,3,0,2,
Promesse,Promesse,25/07/16,1,4,5,5,0,0,
Saranvanan,Aranya,25/07/16,0,0,6,8,0,2,
SLI,Irumbai,25/07/16,0,2,3,3,0,0,
New Creation Field,Kuilapalayam,25/07/16,2,0,8,6,0,0,
Madhuca,Madhuca,25/07/16,2,0,6,6,0,3,
Tina & Holger,Sharnga,25/07/16,1,0,3,2,2,1,
Yantra,Yantra,25/07/16,0,0,3,3,2,0,
Visitor Center,Visitor Center,25/07/16,1,0,6,6,1,0,
Maitreye 2,Residential Zone,26/07/16,1,2,7,7,0,2,
Maitreye 1,Residential Zone,26/07/16,1,4,7,7,0,1,
Isaiamblam GH,Kottakarai,26/07/16,1,2,4,4,0,2,
Isaiamblam GH,Kottakarai,26/07/16,1,0,2,2,0,1,
Dehashakti Sports,Dana,26/07/16,2,0,3,3,0,2,
Upasana,Auroshilpam,26/07/16,0,0,3,3,0,6,
New Creation Com,Kuilapalayam,27/07/16,1,10,8,8,0,4,
"Arati 1,2",Arati,27/07/16,1,1,5,5,1,0,
Saracon,Kottakarai,27/07/16,0,2,6,6,0,0,
Language Lab,International Zone,27/07/16,0,20,0,0,0,15,
Courage,Courage,27/07/16,1,6,5,5,0,1,
Buddha Garden,Buddha Garden,28/07/16,0,1,4,4,0,3,
Solitude Farm,Solitude,28/07/16,2,2,7,0,0,1,
Miracle,Miracle,28/07/16,1,7,3,4,1,0,
Naturellement,Udyogam,28/07/16,2,2,4,4,0,0,
Aurodam,Aurodam,28/07/16,2,1,6,6,0,2,
Serendipity,Center Field,28/07/16,0,1,2,2,0,1,
Center GH,Center Field,28/07/16,1,0,2,2,0,1,
Nandanam School,Center Field,28/07/16,0,0,0,2,0,0,
Valantina,Pony Farm,28/07/16,0,1,1,1,0,0,
Kindergarten,Center Field,29/07/16,0,2,3,4,0,0,
Swayam,Swayam,29/07/16,1,2,5,5,0,0,
Prayatana ,Prayatna,29/07/16,1,4,2,2,0,0,
Arati 3B,Arati,29/07/16,1,1,3,3,0,0,
Citadines,Citadines,29/07/16,1,0,2,2,0,1,
Isaiamblam GH,Kottakarai,30/07/16,1,0,0,0,0,7,
Johnny,Fertile,30/07/16,1,2,3,2,0,1,
Utility,Utility,30/07/16,2,20,2,2,0,1,
Djaima,Djaima,30/07/16,1,2,9,9,0,0,
Matrimandir,Matrimandir,30/07/16,0,2,10,7,0,3,
AV Paper,Aspiration,01/08/16,0,0,4,4,0,0,
Pour Tous,Aspiration,01/08/16,0,0,6,6,0,0,
Aspiration Community,Aspiration,01/08/16,1,2,3,2,0,0,
AV Press,Aspiration,01/08/16,0,0,2,2,0,1,
Health Center,Aspiration,01/08/16,1,0,2,6,0,0,
Fabrice ,Auromodele,01/08/16,0,4,0,0,0,0,
Fraternity Community,Fraternity,02/08/16,2,4,8,8,0,2,
Francois Gautier,Auromodele,02/08/16,0,8,0,0,0,0,
Ashesh Joshi,Auromodele,02/08/16,0,2,2,2,0,0,
Dilip Kapoor,Pitchandikulam,02/08/16,0,10,0,0,0,1,
Solar kitchen,Solar Kitchen,02/08/16,1,1,3,3,0,1,
